,machine_id,cpus,memory
225,599792,0.5,0.4995
226,599793,0.5,0.4995
227,599794,0.5,0.4995
228,602943,0.5,0.4995
229,602945,0.5,0.4995
230,602946,0.5,0.4995
231,602948,0.5,0.4995
232,602949,0.5,0.4995
233,602951,0.5,0.4995
234,602953,0.5,0.4995
235,602954,0.5,0.4995
236,602955,0.5,0.4995
237,602962,0.5,0.4995
238,602971,0.5,0.4995
239,602972,0.5,0.4995
240,602973,0.5,0.4995
241,602974,0.5,0.4995
242,602978,0.5,0.4995
243,602979,0.5,0.4995
244,602980,0.5,0.4995
245,602981,0.5,0.4995
246,602982,0.5,0.4995
247,602985,0.5,0.4995
248,602987,0.5,0.4995
249,603107,0.5,0.4995
250,603108,0.5,0.4995
251,603109,0.5,0.4995
252,603110,0.5,0.4995
253,603111,0.5,0.4995
254,603115,0.5,0.4995
255,603116,0.5,0.4995
256,603117,0.5,0.4995
257,603122,0.5,0.4995
258,603126,0.5,0.4995
259,603128,0.5,0.4995
260,603129,0.5,0.4995
261,603131,0.5,0.4995
262,627966,0.5,0.4995
263,627967,0.5,0.4995
264,627969,0.5,0.4995
265,631942,0.5,0.4995
266,631943,0.5,0.4995
267,631945,0.5,0.4995
268,631946,0.5,0.4995
269,631947,0.5,0.4995
270,631949,0.5,0.4995
271,631951,0.5,0.4995
272,631952,0.5,0.4995
273,631954,0.5,0.4995
274,631956,0.5,0.4995
275,634701,0.5,0.4995
276,634703,0.5,0.4995
277,634705,0.5,0.4995
278,634715,0.5,0.4995
279,638197,0.5,0.4995
280,638204,0.5,0.4995
281,638207,0.5,0.4995
282,638217,0.5,0.4995
283,638221,0.5,0.4995
284,638224,0.5,0.4995
285,638230,0.5,0.4995
286,638232,0.5,0.4995
287,638341,0.5,0.4995
288,638347,0.5,0.4995
289,638356,0.5,0.4995
290,638368,0.5,0.4995
291,638375,0.5,0.4995
292,653445,0.5,0.4995
293,660235,0.5,0.4995
294,660255,0.5,0.4995
295,660258,0.5,0.4995
296,660262,0.5,0.4995
297,660265,0.5,0.4995
298,660272,0.5,0.4995
299,660385,0.5,0.4995
300,660389,0.5,0.4995
301,660394,0.5,0.4995
302,660402,0.5,0.4995
303,660404,0.5,0.4995
304,660405,0.5,0.4995
305,660408,0.5,0.4995
306,660410,0.5,0.4995
307,660411,0.5,0.4995
308,660766,0.5,0.4995
309,660769,0.5,0.4995
310,660798,0.5,0.4995
311,660917,0.5,0.4995
312,660921,0.5,0.4995
313,660927,0.5,0.4995
314,660950,0.5,0.4995
315,660951,0.5,0.4995
316,661091,0.5,0.4995
317,662191,0.5,0.4995
318,662198,0.5,0.4995
319,662202,0.5,0.4995
320,662203,0.5,0.4995
321,662205,0.5,0.4995
322,662206,0.5,0.4995
323,662207,0.5,0.4995
324,662208,0.5,0.4995
325,662210,0.5,0.4995
326,662211,0.5,0.4995
327,662212,0.5,0.4995
328,662213,0.5,0.4995
329,662215,0.5,0.4995
330,662216,0.5,0.1241
331,662218,0.5,0.4995
332,662219,0.5,0.1241
333,662221,0.5,0.4995
334,662226,0.5,0.4995
335,662228,0.5,0.4995
336,662351,0.5,0.4995
337,662363,0.5,0.4995
338,662367,0.5,0.4995
339,662368,0.5,0.4995
340,662369,0.5,0.4995
341,662370,0.5,0.4995
342,662371,0.5,0.4995
343,662377,0.5,0.4995
344,662378,0.5,0.4995
345,662381,0.5,0.4995
346,662382,0.5,0.4995
347,662851,0.5,0.4995
348,665484,0.5,0.4995
349,672206,0.5,0.4995
350,672213,0.5,0.4995
351,672217,0.5,0.4995
352,672218,0.5,0.4995
353,672220,0.5,0.4995
354,672222,0.5,0.4995
355,672224,0.5,0.4995
356,672294,0.5,0.4995
357,672296,0.5,0.4995
358,672301,0.5,0.4995
359,672303,0.5,0.4995
360,672316,0.5,0.4995
361,672399,0.5,0.4995
362,672408,0.5,0.4995
363,672409,0.5,0.4995
364,672411,0.5,0.4995
365,672413,0.5,0.4995
366,672428,0.5,0.4995
367,672429,0.5,0.4995
368,672430,0.5,0.4995
369,672433,0.5,0.4995
370,672435,0.5,0.4995
371,672454,0.5,0.4995
372,672465,0.5,0.4995
373,672496,0.5,0.4995
374,672498,0.5,0.4995
375,672513,0.5,0.4995
376,672514,0.5,0.4995
377,672515,0.5,0.4995
378,672517,0.5,0.4995
379,672518,0.5,0.4995
380,672519,0.5,0.4995
381,672533,0.5,0.4995
382,681910,0.5,0.4995
383,681913,0.5,0.4995
384,682242,0.5,0.4995
385,682243,0.5,0.4995
386,682246,0.5,0.4995
387,682254,0.5,0.4995
388,682255,0.5,0.4995
389,682256,0.5,0.4995
390,682268,0.5,0.4995
391,682271,0.5,0.4995
392,682272,0.5,0.4995
393,682274,0.5,0.4995
394,682275,0.5,0.4995
395,682278,0.5,0.4995
396,682281,0.5,0.4995
397,682307,0.5,0.4995
398,682311,0.5,0.4995
399,682312,0.5,0.4995
400,682315,0.5,0.4995
401,682316,0.5,0.4995
402,682318,0.5,0.4995
403,682322,0.5,0.4995
404,682332,0.5,0.4995
405,682337,0.5,0.4995
406,682343,0.5,0.4995
407,682348,0.5,0.4995
408,682370,0.5,0.4995
409,682371,0.5,0.4995
410,682375,0.5,0.4995
411,682376,0.5,0.4995
412,682383,0.5,0.4995
413,682385,0.5,0.4995
414,682391,0.5,0.4995
415,682394,0.5,0.4995
416,682395,0.5,0.1241
417,682396,0.5,0.4995
418,682401,0.5,0.4995
419,682406,0.5,0.4995
420,682409,0.5,0.4995
421,682415,0.5,0.4995
422,682417,0.5,0.4995
423,682441,0.5,0.4995
424,682454,0.5,0.4995
425,682456,0.5,0.4995
426,682460,0.5,0.4995
427,682465,0.5,0.4995
428,682467,0.5,0.4995
429,682476,0.5,0.4995
430,682478,0.5,0.4995
431,682480,0.5,0.4995
432,682489,0.5,0.4995
433,682526,0.5,0.4995
434,682775,0.5,0.4995
435,682782,0.5,0.4995
436,682785,0.5,0.4995
437,682786,0.5,0.4995
438,682790,0.5,0.4995
439,682791,0.5,0.4995
440,682795,0.5,0.4995
441,682797,0.5,0.4995
442,682801,0.5,0.4995
443,682803,0.5,0.4995
444,682806,0.5,0.4995
445,682808,0.5,0.4995
446,682838,0.5,0.4995
447,682839,0.5,0.4995
448,682840,0.5,0.4995
449,682843,0.5,0.4995
450,682845,0.5,0.4995
451,682847,0.5,0.4995
452,682850,0.5,0.4995
453,682851,0.5,0.4995
454,682852,0.5,0.4995
455,682853,0.5,0.4995
456,682854,0.5,0.4995
457,682855,0.5,0.4995
458,682857,0.5,0.4995
459,682858,0.5,0.4995
460,682860,0.5,0.4995
461,682861,0.5,0.4995
462,682863,0.5,0.4995
463,682981,0.5,0.4995
464,682982,0.5,0.4995
465,683208,0.5,0.4995
466,705618,0.5,0.4995
467,705620,0.5,0.4995
468,705621,0.5,0.4995
469,705622,0.5,0.4995
470,705625,0.5,0.4995
471,705629,0.5,0.4995
472,705633,0.5,0.4995
473,705636,0.5,0.4995
474,705638,0.5,0.1241
475,705641,0.5,0.4995
476,705651,0.5,0.4995
477,705652,0.5,0.4995
478,705658,0.5,0.4995
479,705685,0.5,0.4995
480,705686,0.5,0.4995
481,705687,0.5,0.2493
482,705690,0.5,0.4995
483,705691,0.5,0.4995
484,705692,0.5,0.4995
485,705696,0.5,0.4995
486,705700,0.5,0.4995
487,705702,0.5,0.4995
488,705706,0.5,0.4995
489,705711,0.5,0.4995
490,705715,0.5,0.4995
491,705721,0.5,0.4995
492,705723,0.5,0.4995
493,705724,0.5,0.4995
494,705726,0.5,0.4995
495,705747,0.5,0.4995
496,705748,0.5,0.4995
497,705751,0.5,0.4995
498,705753,0.5,0.4995
499,705760,0.5,0.4995
500,705764,0.5,0.4995
501,705767,0.5,0.4995
502,705769,0.5,0.4995
503,705771,0.5,0.4995
504,705772,0.5,0.4995
505,705773,0.5,0.4995
506,705775,0.5,0.4995
507,705777,0.5,0.4995
508,705779,0.5,0.4995
509,705785,0.5,0.4995
510,705786,0.5,0.4995
511,705814,0.5,0.4995
512,705817,0.5,0.4995
513,705821,0.5,0.4995
514,705822,0.5,0.4995
515,705823,0.5,0.4995
516,705824,0.5,0.4995
517,705825,0.5,0.4995
518,705826,0.5,0.4995
519,705828,0.5,0.4995
520,705830,0.5,0.4995
521,705831,0.5,0.4995
522,705834,0.5,0.4995
523,706377,0.5,0.1241
524,706379,0.5,0.4995
525,706380,0.5,0.4995
526,706382,0.5,0.4995
527,710820,0.5,0.4995
528,710941,0.5,0.4995
529,710949,0.5,0.4995
530,710950,0.5,0.4995
531,710951,0.5,0.4995
532,710975,0.5,0.4995
533,711008,0.5,0.4995
534,711085,0.5,0.4995
535,711104,0.5,0.4995
536,711137,0.5,0.4995
537,711158,0.5,0.4995
538,711172,0.5,0.4995
539,711173,0.5,0.4995
540,711174,0.5,0.4995
541,711175,0.5,0.4995
542,711184,0.5,0.4995
543,711194,0.5,0.4995
544,711204,0.5,0.4995
545,711216,0.5,0.4995
546,711217,0.5,0.4995
547,711218,0.5,0.4995
548,711219,0.5,0.4995
549,711221,0.5,0.4995
550,711237,0.5,0.4995
551,711241,0.5,0.4995
552,711242,0.5,0.4995
553,711243,0.5,0.4995
554,711244,0.5,0.4995
555,711245,0.5,0.4995
556,711247,0.5,0.4995
557,711251,0.5,0.4995
558,711258,0.5,0.4995
559,711262,0.5,0.4995
560,711268,0.5,0.4995
561,711287,0.5,0.4995
562,711289,0.5,0.4995
563,711300,0.5,0.4995
564,711308,0.5,0.4995
565,711310,0.5,0.4995
566,711311,0.5,0.4995
567,711329,0.5,0.4995
568,711354,0.5,0.4995
569,711355,0.5,0.4995
570,711359,0.5,0.4995
571,711368,0.5,0.4995
572,711369,0.5,0.4995
573,711372,0.5,0.4995
574,711381,0.5,0.4995
575,711385,0.5,0.4995
576,711390,0.5,0.4995
577,711391,0.5,0.4995
578,711414,0.5,0.4995
579,711415,0.5,0.4995
580,711416,0.5,0.4995
581,711417,0.5,0.4995
582,711419,0.5,0.4995
583,711426,0.5,0.4995
584,711435,0.5,0.4995
585,711457,0.5,0.4995
586,711458,0.5,0.4995
587,711459,0.5,0.4995
588,711461,0.5,0.4995
589,711462,0.5,0.4995
590,711463,0.5,0.4995
591,711465,0.5,0.4995
592,711466,0.5,0.4995
593,711468,0.5,0.4995
594,711469,0.5,0.4995
595,711477,0.5,0.4995
596,711478,0.5,0.4995
597,711479,0.5,0.4995
598,711481,0.5,0.4995
599,711482,0.5,0.4995
600,711483,0.5,0.4995
601,711484,0.5,0.4995
602,711508,0.5,0.4995
603,711513,0.5,0.4995
604,711514,0.5,0.4995
605,711519,0.5,0.4995
606,711520,0.5,0.4995
607,711521,0.5,0.4995
608,711522,0.5,0.4995
609,711525,0.5,0.4995
610,711526,0.5,0.4995
611,711527,0.5,0.4995
612,711528,0.5,0.4995
613,711529,0.5,0.4995
614,711530,0.5,0.4995
615,711537,0.5,0.4995
616,711541,0.5,0.4995
617,711545,0.5,0.4995
618,711546,0.5,0.4995
619,711551,0.5,0.4995
620,711552,0.5,0.4995
621,711573,0.5,0.4995
622,711574,0.5,0.4995
623,711581,0.5,0.4995
624,711588,0.5,0.4995
625,711597,0.5,0.4995
626,711616,0.5,0.4995
627,711624,0.5,0.4995
628,711629,0.5,0.4995
629,711630,0.5,0.4995
630,711635,0.5,0.4995
631,711646,0.5,0.4995
632,711661,0.5,0.2493
633,711665,0.5,0.4995
634,711670,0.5,0.4995
635,711671,0.5,0.4995
636,711675,0.5,0.4995
637,711681,0.5,0.4995
638,711682,0.5,0.4995
639,711683,0.5,0.4995
640,711697,0.5,0.4995
641,711699,0.5,0.4995
642,711701,0.5,0.4995
643,711804,0.5,0.4995
644,711813,0.5,0.4995
645,711823,0.5,0.4995
646,711824,0.5,0.4995
647,711826,0.5,0.4995
648,711829,0.5,0.4995
649,711831,0.5,0.4995
650,711841,0.5,0.4995
651,711886,0.5,0.4995
652,711889,0.5,0.4995
653,711893,0.5,0.4995
654,711895,0.5,0.4995
655,711896,0.5,0.4995
656,711908,0.5,0.4995
657,711915,0.5,0.4995
658,711933,0.5,0.4995
659,711934,0.5,0.4995
660,711935,0.5,0.4995
661,711937,0.5,0.4995
662,711942,0.5,0.4995
663,711943,0.5,0.4995
664,711950,0.5,0.4995
665,711962,0.5,0.4995
666,711969,0.5,0.4995
667,711981,0.5,0.4995
668,711985,0.5,0.4995
669,711987,0.5,0.4995
670,711994,0.5,0.4995
671,711998,0.5,0.4995
672,711999,0.5,0.4995
673,712034,0.5,0.4995
674,716052,0.5,0.4995
675,716054,0.5,0.4995
676,716058,0.5,0.4995
677,716060,0.5,0.4995
678,716061,0.5,0.4995
679,717233,0.5,0.4995
680,717234,0.5,0.4995
681,717237,0.5,0.4995
682,717242,0.5,0.4995
683,717243,0.5,0.4995
684,717246,0.5,0.4995
685,717252,0.5,0.4995
686,717255,0.5,0.4995
687,717257,0.5,0.4995
688,717260,0.5,0.4995
689,717262,0.5,0.4995
690,717263,0.5,0.4995
691,717264,0.5,0.4995
692,717265,0.5,0.4995
693,717267,0.5,0.4995
694,717269,0.5,0.4995
695,717270,0.5,0.4995
696,717273,0.5,0.4995
697,717293,0.5,0.4995
698,717306,0.5,0.4995
699,717307,0.5,0.1241
700,717310,0.5,0.4995
701,717315,0.5,0.4995
702,717316,0.5,0.4995
703,717317,0.5,0.4995
704,717319,0.5,0.4995
705,717320,0.5,0.4995
706,717321,0.5,0.4995
707,717323,0.5,0.4995
708,717329,0.5,0.4995
709,717331,0.5,0.4995
710,717333,0.5,0.4995
711,717342,0.5,0.4995
712,717762,0.5,0.4995
713,717763,0.5,0.4995
714,724602,0.5,0.4995
715,724625,0.5,0.4995
716,765536,0.5,0.4995
717,765537,0.5,0.4995
718,765544,0.5,0.4995
719,765548,0.5,0.4995
720,765552,0.5,0.4995
721,765553,0.5,0.4995
722,765555,0.5,0.4995
723,765557,0.5,0.4995
724,765560,0.5,0.4995
725,765591,0.5,0.4995
726,765598,0.5,0.4995
727,765601,0.5,0.4995
728,765604,0.5,0.4995
729,765606,0.5,0.4995
730,765613,0.5,0.1241
731,765615,0.5,0.4995
732,765616,0.5,0.4995
733,765618,0.5,0.4995
734,765622,0.5,0.4995
735,765627,0.5,0.4995
736,765651,0.5,0.4995
737,765657,0.5,0.4995
738,765659,0.5,0.4995
739,765668,0.5,0.4995
740,765670,0.5,0.4995
741,765679,0.5,0.4995
742,765680,0.5,0.4995
743,765681,0.5,0.4995
744,765684,0.5,0.4995
745,765686,0.5,0.4995
746,765692,0.5,0.4995
747,765719,0.5,0.4995
748,765723,0.5,0.4995
749,765796,0.5,0.1241
750,765828,0.5,0.4995
751,765832,0.5,0.4995
752,765838,0.5,0.4995
753,765842,0.5,0.4995
754,765846,0.5,0.4995
755,765858,0.5,0.4995
756,765865,0.5,0.4995
757,765867,0.5,0.4995
758,765878,0.5,0.4995
759,765896,0.5,0.1241
760,765897,0.5,0.4995
761,765906,0.5,0.4995
762,765912,0.5,0.1241
763,765913,0.5,0.4995
764,765926,0.5,0.4995
765,765928,0.5,0.4995
766,765936,0.5,0.4995
767,765938,0.5,0.4995
768,765966,0.5,0.1241
769,765971,0.5,0.4995
770,765976,0.5,0.4995
771,765978,0.5,0.4995
772,765983,0.5,0.4995
773,765989,0.5,0.4995
774,766000,0.5,0.4995
775,766032,0.5,0.4995
776,766053,0.5,0.4995
777,766057,0.5,0.4995
778,766649,0.5,0.4995
779,766659,0.5,0.4995
780,766663,0.5,0.4995
781,766664,0.5,0.4995
782,766665,0.5,0.4995
783,766677,0.5,0.4995
784,766723,0.5,0.4995
785,766802,0.5,0.4995
786,766810,0.5,0.4995
787,766816,0.5,0.4995
788,766863,0.5,0.4995
789,766876,0.5,0.4995
790,770712,0.5,0.4995
791,770714,0.5,0.4995
792,902367,0.5,0.4995
793,902377,0.5,0.4995
794,902391,0.5,0.4995
795,902401,0.5,0.4995
796,902626,0.5,0.4995
797,902627,0.5,0.4995
798,902637,0.5,0.4995
799,902651,0.5,0.4995
800,902658,0.5,0.4995
801,902845,0.5,0.4995
802,902882,0.5,0.4995
803,902886,0.5,0.4995
804,902887,0.5,0.4995
805,902892,0.5,0.4995
806,902896,0.5,0.4995
807,902898,0.5,0.4995
808,902902,0.5,0.4995
809,902903,0.5,0.4995
810,902930,0.5,0.4995
811,902931,0.5,0.4995
812,902932,0.5,0.4995
813,902935,0.5,0.4995
814,903066,0.5,0.4995
815,903138,0.5,0.4995
816,903225,0.5,0.4995
817,903232,0.5,0.4995
818,903235,0.5,0.4995
819,903236,0.5,0.4995
820,903237,0.5,0.4995
821,903243,0.5,0.4995
822,903245,0.5,0.4995
823,903358,0.5,0.4995
824,903394,0.5,0.4995
825,903398,0.5,0.4995
826,903399,0.5,0.4995
827,903434,0.5,0.4995
828,903472,0.5,0.4995
829,903473,0.5,0.4995
830,903474,0.5,0.4995
831,903476,0.5,0.4995
832,903477,0.5,0.4995
833,903478,0.5,0.4995
834,903479,0.5,0.4995
835,903480,0.5,0.4995
836,903481,0.5,0.4995
837,903483,0.5,0.4995
838,903486,0.5,0.4995
839,903487,0.5,0.4995
840,903490,0.5,0.4995
841,903497,0.5,0.4995
842,903652,0.5,0.4995
843,903653,0.5,0.4995
844,903692,0.5,0.4995
845,903739,0.5,0.4995
846,903743,0.5,0.4995
847,903754,0.5,0.4995
848,903755,0.5,0.4995
849,903757,0.5,0.4995
850,903759,0.5,0.4995
851,904000,0.5,0.4995
852,904005,0.5,0.4995
853,904011,0.5,0.4995
854,904050,0.5,0.4995
855,904052,0.5,0.4995
856,904165,0.5,0.4995
857,904166,0.5,0.4995
858,904209,0.5,0.4995
859,904210,0.5,0.4995
860,904252,0.5,0.4995
861,904256,0.5,0.4995
862,904304,0.5,0.4995
863,904306,0.5,0.4995
864,904346,0.5,0.4995
865,904383,0.5,0.4995
866,904461,0.5,0.4995
867,904467,0.5,0.4995
868,904468,0.5,0.4995
869,904510,0.5,0.4995
870,904514,0.5,0.4995
871,904556,0.5,0.4995
872,904559,0.5,0.4995
873,904564,0.5,0.4995
874,904566,0.5,0.4995
875,904601,0.5,0.4995
876,904638,0.5,0.4995
877,904721,0.5,0.4995
878,904722,0.5,0.4995
879,904758,0.5,0.4995
880,904766,0.5,0.4995
881,904769,0.5,0.4995
882,904770,0.5,0.4995
883,904773,0.5,0.4995
884,904811,0.5,0.4995
885,904813,0.5,0.4995
886,904934,0.5,0.4995
887,904935,0.5,0.4995
888,904978,0.5,0.4995
889,904979,0.5,0.4995
890,904981,0.5,0.4995
891,904982,0.5,0.4995
892,905021,0.5,0.4995
893,905022,0.5,0.4995
894,905024,0.5,0.4995
895,905025,0.5,0.4995
896,905033,0.5,0.4995
897,905035,0.5,0.4995
898,905062,0.5,0.4995
899,905063,0.5,0.4995
900,905071,0.5,0.4995
901,905119,0.5,0.4995
902,905240,0.5,0.4995
903,905277,0.5,0.4995
904,905284,0.5,0.4995
905,905289,0.5,0.4995
906,905328,0.5,0.4995
907,905331,0.5,0.4995
908,905550,0.5,0.4995
909,905559,0.5,0.4995
910,905560,0.5,0.4995
911,905595,0.5,0.4995
912,905600,0.5,0.4995
913,905601,0.5,0.4995
914,905603,0.5,0.4995
915,905604,0.5,0.4995
916,905605,0.5,0.4995
917,905607,0.5,0.1241
918,905614,0.5,0.4995
919,905626,0.5,0.4995
920,905636,0.5,0.4995
921,905650,0.5,0.4995
922,905733,0.5,0.4995
923,905774,0.5,0.4995
924,905775,0.5,0.4995
925,905808,0.5,0.4995
926,905814,0.5,0.4995
927,905845,0.5,0.4995
928,905856,0.5,0.4995
929,905903,0.5,0.4995
930,905988,0.5,0.4995
931,906028,0.5,0.4995
932,906029,0.5,0.4995
933,906062,0.5,0.4995
934,906109,0.5,0.4995
935,906113,0.5,0.4995
936,906119,0.5,0.4995
937,906240,0.5,0.4995
938,906287,0.5,0.4995
939,906288,0.5,0.4995
940,906328,0.5,0.4995
941,906366,0.5,0.4995
942,906372,0.5,0.4995
943,906376,0.5,0.4995
944,906385,0.5,0.4995
945,906387,0.5,0.4995
946,906423,0.5,0.4995
947,906463,0.5,0.4995
948,906517,0.5,0.4995
949,906639,0.5,0.4995
950,906647,0.5,0.4995
951,906648,0.5,0.4995
952,906649,0.5,0.4995
953,906693,0.5,0.4995
954,906698,0.5,0.4995
955,906816,0.5,0.4995
956,906856,0.5,0.4995
957,906880,0.5,0.4995
958,906890,0.5,0.4995
959,906929,0.5,0.4995
960,906987,0.5,0.4995
961,907081,0.5,0.4995
962,907085,0.5,0.4995
963,907123,0.5,0.4995
964,907176,0.5,0.4995
965,907206,0.5,0.4995
966,907208,0.5,0.4995
967,907213,0.5,0.4995
968,907255,0.5,0.4995
969,907396,0.5,0.4995
970,907398,0.5,0.4995
971,907437,0.5,0.4995
972,907450,0.5,0.4995
973,907481,0.5,0.4995
974,907495,0.5,0.4995
975,907496,0.5,0.4995
976,907532,0.5,0.4995
977,907674,0.5,0.4995
978,907677,0.5,0.4995
979,907719,0.5,0.4995
980,907720,0.5,0.4995
981,907759,0.5,0.4995
982,907792,0.5,0.4995
983,907794,0.5,0.4995
984,907795,0.5,0.4995
985,907803,0.5,0.4995
986,907812,0.5,0.4995
987,907849,0.5,0.4995
988,907850,0.5,0.4995
989,907924,0.5,0.4995
990,907930,0.5,0.4995
991,907972,0.5,0.4995
992,907974,0.5,0.4995
993,908011,0.5,0.4995
994,908016,0.5,0.4995
995,908053,0.5,0.4995
996,908054,0.5,0.4995
997,908055,0.5,0.4995
998,908056,0.5,0.4995
